SNOMEDCode,description
'31989611000001108,Co-amoxiclav 125mg/31mg/5ml oral suspension (Ennogen Healthcare Ltd)
'7322311000001107,Co-amoxiclav 250mg/62mg/5ml oral suspension
'7320311000001108,Co-amoxiclav 250mg/62mg/5ml oral suspension
'7320411000001101,Co-amoxiclav 250mg/62mg/5ml oral suspension (Mylan)
'7320511000001102,Co-amoxiclav 250mg/62mg/5ml oral suspension (Mylan)
'11528611000001104,Co-amoxiclav 250mg/62mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'11528711000001108,Co-amoxiclav 250mg/62mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'22008411000001108,Co-amoxiclav 250mg/62mg/5ml oral suspension (Waymade Healthcare Plc)
'22009011000001109,Co-amoxiclav 250mg/62mg/5ml oral suspension (Waymade Healthcare Plc)
'23940311000001109,Co-amoxiclav 250mg/62mg/5ml oral suspension (DE Pharmaceuticals)
'23940411000001102,Co-amoxiclav 250mg/62mg/5ml oral suspension (DE Pharmaceuticals)
'24026611000001108,Co-amoxiclav 250mg/62mg/5ml oral suspension (CST Pharma Ltd)
'24026711000001104,Co-amoxiclav 250mg/62mg/5ml oral suspension (CST Pharma Ltd)
'24520911000001103,Co-amoxiclav 250mg/62mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd)
'24521011000001106,Co-amoxiclav 250mg/62mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd)
'28123911000001102,Co-amoxiclav 250mg/62mg/5ml oral suspension (Pharma-z Ltd)
'28124011000001104,Co-amoxiclav 250mg/62mg/5ml oral suspension (Pharma-z Ltd)
'29794711000001104,Co-amoxiclav 250mg/62mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'29794811000001107,Co-amoxiclav 250mg/62mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'31989811000001107,Co-amoxiclav 250mg/62mg/5ml oral suspension (Ennogen Healthcare Ltd)
'31989911000001102,Co-amoxiclav 250mg/62mg/5ml oral suspension (Ennogen Healthcare Ltd)
'9742311000001103,Clarithromycin 125mg granules straws
'9739511000001104,Clarithromycin 125mg granules straws
'9739611000001100,Clarosip 125mg granules for oral suspension straws (Grunenthal Ltd)
'9739711000001109,Clarosip 125mg granules for oral suspension straws (Grunenthal Ltd)
'9742411000001105,Clarithromycin 187.5mg granules straws
'9739811000001101,Clarithromycin 187.5mg granules straws
'9739911000001106,Clarosip 187.5mg granules for oral suspension straws (Grunenthal Ltd)
'9740011000001100,Clarosip 187.5mg granules for oral suspension straws (Grunenthal Ltd)
'9742511000001109,Clarithromycin 250mg granules straws
'9740111000001104,Clarithromycin 250mg granules straws
'9740211000001105,Clarosip 250mg granules for oral suspension straws (Grunenthal Ltd)
'9740311000001102,Clarosip 250mg granules for oral suspension straws (Grunenthal Ltd)
'11034311000001100,Azithromycin 250mg tablets
'11028311000001107,Azithromycin 250mg tablets
'19544111000001108,Azithromycin 250mg tablets
'11028411000001100,Azithromycin 250mg tablets (Teva UK Ltd)
'11028511000001101,Azithromycin 250mg tablets (Teva UK Ltd)
'11252111000001104,Azithromycin 250mg tablets (A A H Pharmaceuticals Ltd)
'11252211000001105,Azithromycin 250mg tablets (A A H Pharmaceuticals Ltd)
'23640011000001105,Azithromycin 250mg tablets (A A H Pharmaceuticals Ltd)
'13179811000001107,Azithromycin 250mg tablets (Dowelhurst Ltd)
'13179911000001102,Azithromycin 250mg tablets (Dowelhurst Ltd)
'15071411000001107,Azithromycin 250mg tablets (Sigma Pharmaceuticals Plc)
'15071511000001106,Azithromycin 250mg tablets (Sigma Pharmaceuticals Plc)
'29773511000001101,Azithromycin 250mg tablets (Sigma Pharmaceuticals Plc)
'15472611000001108,Azithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd)
'15472711000001104,Azithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd)
'20359211000001102,Azithromycin 250mg tablets (Alliance Healthcare (Distribution) Ltd)
'19474411000001107,Azithromycin 250mg tablets (Mylan)
'19474511000001106,Azithromycin 250mg tablets (Mylan)
'19544211000001102,Azithromycin 250mg tablets (Aspire Pharma Ltd)
'19544311000001105,Azithromycin 250mg tablets (Aspire Pharma Ltd)
'19544411000001103,Azithromycin 250mg tablets (Aspire Pharma Ltd)
'19707011000001108,Azithromycin 250mg tablets (DE Pharmaceuticals)
'19707111000001109,Azithromycin 250mg tablets (DE Pharmaceuticals)
'22615911000001104,Azithromycin 250mg tablets (DE Pharmaceuticals)
'20282311000001102,Azithromycin 250mg tablets (Sandoz Ltd)
'20282411000001109,Azithromycin 250mg tablets (Sandoz Ltd)
'20942811000001100,Azithromycin 250mg tablets (Actavis UK Ltd)
'20942911000001105,Azithromycin 250mg tablets (Actavis UK Ltd)
'22202911000001107,Azithromycin 250mg tablets (Phoenix Healthcare Distribution Ltd)
'22203011000001104,Azithromycin 250mg tablets (Phoenix Healthcare Distribution Ltd)
'22203111000001103,Azithromycin 250mg tablets (Phoenix Healthcare Distribution Ltd)
'29998311000001103,Azithromycin 250mg tablets (Mawdsley-Brooks & Company Ltd)
'29998411000001105,Azithromycin 250mg tablets (Mawdsley-Brooks & Company Ltd)
'32395711000001105,Azithromycin 250mg tablets (Kent Pharmaceuticals Ltd)
'32395811000001102,Azithromycin 250mg tablets (Kent Pharmaceuticals Ltd)
'34642111000001107,Azithromycin 250mg tablets (Almus Pharmaceuticals Ltd)
'34642611000001104,Azithromycin 250mg tablets (Almus Pharmaceuticals Ltd)
'36445611000001104,Azithromycin 250mg tablets (Crescent Pharma Ltd)
'36445711000001108,Azithromycin 250mg tablets (Crescent Pharma Ltd)
'36907711000001108,Azithromycin 250mg tablets (Somex Pharma)
'36907811000001100,Azithromycin 250mg tablets (Somex Pharma)
'36907911000001105,Azithromycin 250mg tablets (Somex Pharma)
'392259005,Co-amoxiclav 875mg/125mg tablets
'27959811000001104,Co-amoxiclav 875mg/125mg tablets
'27959911000001109,Co-amoxiclav 875mg/125mg tablets (Creo Pharma Ltd)
'27960011000001106,Co-amoxiclav 875mg/125mg tablets (Creo Pharma Ltd)
'28039411000001101,Co-amoxiclav 875mg/125mg tablets (Alliance Healthcare (Distribution) Ltd)
'28039511000001102,Co-amoxiclav 875mg/125mg tablets (Alliance Healthcare (Distribution) Ltd)
'28873411000001104,Co-amoxiclav 875mg/125mg tablets (A A H Pharmaceuticals Ltd)
'28873511000001100,Co-amoxiclav 875mg/125mg tablets (A A H Pharmaceuticals Ltd)
'29795311000001104,Co-amoxiclav 875mg/125mg tablets (Sigma Pharmaceuticals Plc)
'29795411000001106,Co-amoxiclav 875mg/125mg tablets (Sigma Pharmaceuticals Plc)
'30016511000001100,Co-amoxiclav 875mg/125mg tablets (Mawdsley-Brooks & Company Ltd)
'30016611000001101,Co-amoxiclav 875mg/125mg tablets (Mawdsley-Brooks & Company Ltd)
'32400011000001107,Co-amoxiclav 875mg/125mg tablets (Brown & Burk UK Ltd)
'32400111000001108,Co-amoxiclav 875mg/125mg tablets (Brown & Burk UK Ltd)
'29668711000001101,Azithromycin 200mg/5ml oral suspension sugar free
'29516311000001106,Azithromycin 200mg/5ml oral suspension sugar free
'29516411000001104,Azithromycin 200mg/5ml oral suspension sugar free (Special Order)
'29516511000001100,Azithromycin 200mg/5ml oral suspension sugar free (Special Order)
